################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.7776771167254890E+00 a       445     0    18     1    20
  2.5447607148974698E+00 a       446     0    18     1    21
 -1.6983491720025599E+00 a       447     0    18     1    22
 -1.1133762850906472E+00 a       448     0    18     1    23
 -1.0085207084126080E+00 a       449     0    18     1    24
  2.3775025889931118E+00 a       450     0    18     1    25
 -8.3261260635522438E-01 a       451     0    19     1     1
 -8.5283682257698346E-01 a       452     0    19     1     2
  2.0882200008147143E+00 a       453     0    19     1     3
 -2.6529388522851505E-01 a       454     0    19     1     4
  4.4432566769153736E-01 a       455     0    19     1     5
  2.3325139143640770E+00 a       456     0    19     1     6
 -7.1453802963392155E-01 a       457     0    19     1     7
 -1.3120819127265165E-01 a       458     0    19     1     8
 -1.2210265534915168E+00 a       459     0    19     1     9
 -2.6316892439866690E-01 a       460     0    19     1    10
 -3.9696359502763612E-01 a       461     0    19     1    11
  1.8492855132902954E+00 a       462     0    19     1    12
  4.1669701819500077E-01 a       463     0    19     1    13
 -1.2350178189993079E-01 a       464     0    19     1    14
 -5.8654293452079653E-01 a       465     0    19     1    15
  5.6855865186564414E-01 a       466     0    19     1    16
  1.4712114561950926E+00 a       467     0    19     1    17
 -5.0664411520830033E-01 a       468     0    19     1    18
  9.8979554632677436E-01 a       469     0    19     1    19
 -7.7033102830433062E-02 a       470     0    19     1    20
 -1.0104252039187214E+00 a       471     0    19     1    21
  5.9660023229321091E-01 a       472     0    19     1    22
  4.1514152275701649E-01 a       473     0    19     1    23
 -2.4095523251533199E-01 a       474     0    19     1    24
  2.4660151994491883E+00 a       475     0    19     1    25
  7.4123246449422275E-01 a       476     0    20     1     1
  1.2980871145255861E+00 a       477     0    20     1     2
  4.1545580881624167E+00 a       478     0    20     1     3
 -3.0121471255050236E-01 a       479     0    20     1     4
 -2.4835778433349273E-01 a       480     0    20     1     5
  6.0885082626837015E+00 a       481     0    20     1     6
 -1.7972603657093440E+00 a       482     0    20     1     7
  1.8744533914512462E+00 a       483     0    20     1     8
