################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.0378275662946290E+00 a       358     0    15     1     8
 -5.4611977837530050E+00 a       359     0    15     1     9
  1.3999895654125976E+00 a       360     0    15     1    10
 -3.3096744684704860E-01 a       361     0    15     1    11
 -2.7414007562455622E+00 a       362     0    15     1    12
 -1.5181201963942901E+00 a       363     0    15     1    13
 -4.6628789853550062E-01 a       364     0    15     1    14
 -1.7570809632294304E+00 a       365     0    15     1    15
 -3.2120085547201214E+00 a       366     0    15     1    16
  2.9174174385516416E+00 a       367     0    15     1    17
  6.1296087300515090E-01 a       368     0    15     1    18
 -3.5239876404605561E+00 a       369     0    15     1    19
 -3.1903671776987959E+00 a       370     0    15     1    20
  2.5068815124643056E+00 a       371     0    15     1    21
  3.4151178028386464E-01 a       372     0    15     1    22
  1.1312004250130456E+00 a       373     0    15     1    23
  5.9602696951961708E-02 a       374     0    15     1    24
 -1.3851761872704034E+00 a       375     0    15     1    25
 -5.7419926306505803E-02 a       376     0    16     1     1
  1.9897104192325332E-01 a       377     0    16     1     2
 -1.4448638388131099E+00 a       378     0    16     1     3
  1.4295384845424599E+00 a       379     0    16     1     4
  6.4433785710202096E-01 a       380     0    16     1     5
  1.6008866099144636E+00 a       381     0    16     1     6
 -1.7327982203654764E+00 a       382     0    16     1     7
  3.3024428572681974E-01 a       383     0    16     1     8
  9.5921930656545129E-01 a       384     0    16     1     9
  1.2837527228092043E+00 a       385     0    16     1    10
  8.4603514904940991E-01 a       386     0    16     1    11
 -8.7925430078313260E-01 a       387     0    16     1    12
  7.2933338820915161E-01 a       388     0    16     1    13
 -4.0313604215889431E-01 a       389     0    16     1    14
  2.3172683381329623E-01 a       390     0    16     1    15
  2.3232606219540416E-02 a       391     0    16     1    16
  2.2529251423851000E-02 a       392     0    16     1    17
 -3.8953478643316725E-01 a       393     0    16     1    18
  1.6664772266546163E-01 a       394     0    16     1    19
 -8.3091235314013234E-01 a       395     0    16     1    20
  2.1033908197490128E-01 a       396     0    16     1    21
  6.3405329980842684E-01 a       397     0    16     1    22
 -2.5777638069457378E+00 a       398     0    16     1    23
 -7.6915417781377848E-01 a       399     0    16     1    24
 -1.5632143999233141E+00 a       400     0    16     1    25
  4.1577660935650179E-01 a       401     0    17     1     1
 -7.5658436117767414E-01 a       402     0    17     1     2
 -1.5528902805769180E+00 a       403     0    17     1     3
 -1.2494200122099179E+00 a       404     0    17     1     4
 -4.5434618968938443E+00 a       405     0    17     1     5
 -1.2294258997516945E+00 a       406     0    17     1     6
  1.8406137009697716E+00 a       407     0    17     1     7
 -2.4763995099328753E+00 a       408     0    17     1     8
  3.6329668103497217E+00 a       409     0    17     1     9
 -2.3938487537148112E+00 a       410     0    17     1    10
  1.6576897372159805E+00 a       411     0    17     1    11
  1.2012640887538579E+00 a       412     0    17     1    12
  2.7626667176172526E-01 a       413     0    17     1    13
 -1.4882098685892164E+00 a       414     0    17     1    14
  1.7632992073941400E+00 a       415     0    17     1    15
  3.8141290468561539E+00 a       416     0    17     1    16
 -1.7551985518901307E+00 a       417     0    17     1    17
 -1.0650549999391272E+00 a       418     0    17     1    18
  1.9772735118208487E+00 a       419     0    17     1    19
  1.6988929961772941E+00 a       420     0    17     1    20
 -1.5501911329819185E+00 a       421     0    17     1    21
 -1.3957495970569394E+00 a       422     0    17     1    22
  7.3095537570294677E-01 a       423     0    17     1    23
  6.1793175856921589E-01 a       424     0    17     1    24
  1.1396152128415078E+00 a       425     0    17     1    25
  2.0050715160752233E-01 a       426     0    18     1     1
 -6.1490860039381057E-01 a       427     0    18     1     2
 -4.2345040058640233E+00 a       428     0    18     1     3
 -5.4330178094052455E+00 a       429     0    18     1     4
 -3.1200807414579095E+00 a       430     0    18     1     5
 -6.5191935342340610E+00 a       431     0    18     1     6
  4.2975352833921239E+00 a       432     0    18     1     7
 -3.4265914375995804E-01 a       433     0    18     1     8
 -7.0988922904837215E-01 a       434     0    18     1     9
 -6.8587308365515964E-01 a       435     0    18     1    10
 -1.1471192104227266E+00 a       436     0    18     1    11
  1.5997795427616721E+00 a       437     0    18     1    12
 -2.9221247470992786E+00 a       438     0    18     1    13
 -1.6332015097977650E+00 a       439     0    18     1    14
  2.9942685677170039E-01 a       440     0    18     1    15
 -2.0476712710952127E-01 a       441     0    18     1    16
 -7.9368366371389720E-02 a       442     0    18     1    17
 -3.4670501809034473E+00 a       443     0    18     1    18
 -5.7498255734168846E-01 a       444     0    18     1    19
  5.0338449791157558E-01 a       445     0    18     1    20
  1.8264795271018117E+00 a       446     0    18     1    21
 -5.7978766003352611E+00 a       447     0    18     1    22
  5.4399865742535001E+00 a       448     0    18     1    23
  8.2754692585151868E-01 a       449     0    18     1    24
  6.2158838719176339E+00 a       450     0    18     1    25
 -1.7650673558205885E+00 a       451     0    19     1     1
 -7.9382837184151789E-01 a       452     0    19     1     2
  1.4125206714215626E+00 a       453     0    19     1     3
  2.4666447810553760E+00 a       454     0    19     1     4
  6.0384537967267538E-01 a       455     0    19     1     5
  7.4051966259493104E-02 a       456     0    19     1     6
  2.7577711430493803E+00 a       457     0    19     1     7
 -1.2261060406771686E-01 a       458     0    19     1     8
 -1.9873783107237053E+00 a       459     0    19     1     9
 -8.9675219683714325E-01 a       460     0    19     1    10
  5.8691180347713123E-01 a       461     0    19     1    11
 -2.7231934377968936E+00 a       462     0    19     1    12
 -2.5610880137779941E+00 a       463     0    19     1    13
  4.8224624805867883E-01 a       464     0    19     1    14
 -6.3101890203845579E-01 a       465     0    19     1    15
 -1.7026658733211650E+00 a       466     0    19     1    16
 -8.9465229100862664E-01 a       467     0    19     1    17
  1.8361739513848468E-01 a       468     0    19     1    18
 -6.6616765464341365E-01 a       469     0    19     1    19
 -5.0444871402568026E-01 a       470     0    19     1    20
  2.4101779394330438E+00 a       471     0    19     1    21
  3.3397199136600414E-01 a       472     0    19     1    22
