################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.6896162948406611E-01 a       372     0    15     1    22
 -4.5672334295847792E+00 a       373     0    15     1    23
 -1.6454062229586888E+00 a       374     0    15     1    24
 -7.4957685137083396E-01 a       375     0    15     1    25
 -4.2372765440013466E-01 a       376     0    16     1     1
 -5.9645057241645860E-01 a       377     0    16     1     2
 -1.3793829691870307E+00 a       378     0    16     1     3
 -9.6041651519474680E+00 a       379     0    16     1     4
  4.2323043658946596E-01 a       380     0    16     1     5
  5.1832201604382866E-01 a       381     0    16     1     6
 -4.2719412759511674E-02 a       382     0    16     1     7
  3.9601158421425509E-01 a       383     0    16     1     8
 -7.1666877766001202E-01 a       384     0    16     1     9
  6.3219529918580175E+00 a       385     0    16     1    10
 -2.3019012871801157E+00 a       386     0    16     1    11
  4.6220990312004606E-01 a       387     0    16     1    12
  5.4752735236653582E-01 a       388     0    16     1    13
  1.5267900618925867E+00 a       389     0    16     1    14
  1.3708806826288058E+00 a       390     0    16     1    15
 -1.0172023638831018E+00 a       391     0    16     1    16
  2.5344771270647004E+00 a       392     0    16     1    17
 -9.4915663296355912E-01 a       393     0    16     1    18
 -3.5407879436884211E+00 a       394     0    16     1    19
  2.7971028990446007E+00 a       395     0    16     1    20
  1.2336724668551783E+01 a       396     0    16     1    21
  1.2285329411969310E-01 a       397     0    16     1    22
  1.1400884752246885E+00 a       398     0    16     1    23
  2.0088789412390629E+00 a       399     0    16     1    24
  9.5141224767262944E-01 a       400     0    16     1    25
 -1.8419120126214372E+00 a       401     0    17     1     1
 -6.8613420819614235E-01 a       402     0    17     1     2
  1.3207959198733066E+00 a       403     0    17     1     3
  5.5122152986566366E+00 a       404     0    17     1     4
 -1.7936451006243102E+00 a       405     0    17     1     5
  2.5273770722029036E+00 a       406     0    17     1     6
 -1.2715207793632786E+00 a       407     0    17     1     7
  2.3868781664154777E+00 a       408     0    17     1     8
  6.6448223684134877E-01 a       409     0    17     1     9
 -3.4569120900180463E+00 a       410     0    17     1    10
  1.0597436407188048E+00 a       411     0    17     1    11
 -2.0320485399880881E+00 a       412     0    17     1    12
  1.2815466728916398E+00 a       413     0    17     1    13
 -6.7837579077542220E-01 a       414     0    17     1    14
 -1.1199449653627505E-01 a       415     0    17     1    15
 -9.8257511173494605E-01 a       416     0    17     1    16
 -1.7475084108418801E+00 a       417     0    17     1    17
 -8.0284490010393417E-01 a       418     0    17     1    18
  2.4091969850515613E+00 a       419     0    17     1    19
 -1.7752379248375698E+00 a       420     0    17     1    20
 -1.9003147227964678E+00 a       421     0    17     1    21
 -3.2578720980114617E-01 a       422     0    17     1    22
  3.1658575686157042E+00 a       423     0    17     1    23
 -1.3647098695102298E+00 a       424     0    17     1    24
 -5.9920613129064049E-01 a       425     0    17     1    25
 -2.1404972156868984E+00 a       426     0    18     1     1
  6.0977582929641916E-01 a       427     0    18     1     2
  2.0898748330632286E-01 a       428     0    18     1     3
 -2.6519242573744335E+00 a       429     0    18     1     4
  2.4498663686715486E-01 a       430     0    18     1     5
  3.1056092210380166E+00 a       431     0    18     1     6
 -8.6742295662175162E-01 a       432     0    18     1     7
 -9.8590961459785464E-01 a       433     0    18     1     8
  1.8246382488909572E+00 a       434     0    18     1     9
  1.1301270631278457E+00 a       435     0    18     1    10
  9.5137949228359675E-01 a       436     0    18     1    11
 -1.5805426803523319E+00 a       437     0    18     1    12
  1.0216038735829991E+00 a       438     0    18     1    13
 -1.8083246343736795E-01 a       439     0    18     1    14
 -2.7840410142517054E+00 a       440     0    18     1    15
 -1.0311807444218883E+00 a       441     0    18     1    16
 -4.1278566269295708E-01 a       442     0    18     1    17
 -2.7623426929245714E+00 a       443     0    18     1    18
 -1.8945810110389600E+00 a       444     0    18     1    19
 -1.0962071551060002E+00 a       445     0    18     1    20
  3.4223492593453120E+00 a       446     0    18     1    21
 -3.0072766336669261E+00 a       447     0    18     1    22
  3.7338531389697236E+00 a       448     0    18     1    23
  6.4446436119477424E-01 a       449     0    18     1    24
 -8.3102575119614031E-01 a       450     0    18     1    25
  3.1138303702411213E-01 a       451     0    19     1     1
  9.6622689227403535E-01 a       452     0    19     1     2
  6.1082357749612903E-01 a       453     0    19     1     3
  7.5428275663923128E-02 a       454     0    19     1     4
  6.5505973533799167E-01 a       455     0    19     1     5
 -7.5710215632001421E-01 a       456     0    19     1     6
  6.9553237861931838E-01 a       457     0    19     1     7
 -4.8097047146176808E-01 a       458     0    19     1     8
  5.5648874058455278E-01 a       459     0    19     1     9
  3.7005642750985562E-01 a       460     0    19     1    10
  3.9629824462011000E-02 a       461     0    19     1    11
  5.5635493590063834E-01 a       462     0    19     1    12
 -6.6538461193766352E-01 a       463     0    19     1    13
  4.0033507548032643E-01 a       464     0    19     1    14
 -1.7719798977670955E+00 a       465     0    19     1    15
  9.0463059330899709E-01 a       466     0    19     1    16
  2.7728098273277141E-01 a       467     0    19     1    17
 -6.9600445962656610E-01 a       468     0    19     1    18
 -5.8735973967480370E-01 a       469     0    19     1    19
 -1.2225141657680934E+00 a       470     0    19     1    20
 -2.3201586937765590E+00 a       471     0    19     1    21
 -7.2165873999766506E-01 a       472     0    19     1    22
 -4.1416821242392515E-01 a       473     0    19     1    23
